date,title,text,匯銀主管
2018/4/1,匯 勁揚2.5％ 本季估緩升,"新台幣對美元第1季升值2.5%，比韓元對美元升值0.66%大，但低於日圓、馬幣、泰銖、人民幣等亞洲主要貨幣。公股行庫外匯交易室主管表示，預估新台幣第2季仍將呈現緩升格局，收盤見「28」機率很高。

昨（31）日是第1季最後一個交易日，新台幣以29.12元兌1美元平盤作收，國內兩大匯市交易量合計3.91億美元，屬價狹量縮格局。

展望第2季，行庫外匯交易室主管說，影響新台幣匯率的變數，主要還是美國總統川普。

市場目前預期美聯準會6月會繼續升息1碼（0.25個百分點），美元應該要強才對，但因中美貿易戰問題，美元走勢反被拖累，國際投資人怕貿易戰會影響美國原本不錯的經濟表現。

他表示，美國匯率是財政部在管，美元是全球性交易貨幣，很少聽到美元像新台幣、日圓、韓元等，被美國財政部「買匯阻升」，但美財政部不必買匯，美元自然就強不起來，主因它有厲害的貿易武器在手。

匯銀主管說，韓元對美元第2季可能一改第1季溫吞漲勢，加上日本央行早晚要收回量化寬鬆貨幣政策，市場預期日圓第2季可能朝100日圓兌1美元升值叩關，有關情勢都讓新台幣第2季欲貶不易。",匯銀主管說，韓元對美元第2季可能一改第1季溫吞漲勢，加上日本央行早晚要收回量化寬鬆貨幣政策，市場預期日圓第2季可能朝100日圓兌1美元升值叩關，有關情勢都讓新台幣第2季欲貶不易。
2018/3/31,美元定存夯 優利上看2.4％,"美國聯準會（Ｆｅｄ）上周如市場預期升息一碼（〇點二五個百分點），以國銀龍頭台灣銀行為首的公股銀行，本周也陸續調高美元定存牌告利率。各銀行也續推美元優惠定存方案，利率上看百分之二點四。

市場人士指出，Ｆｅｄ上周升息，預期今年年底前至少還有二次調升利率的空間，預期各銀行四月起推出的美元優利專案，利率條件也會提高。

目前不少銀行推出美元優惠存款專案，土地銀行率先宣布四月美元定存優惠利率，若臨櫃辦理，以「新台幣結購外幣存款」、他行「外幣匯入匯款」等新資金達十萬美元以上，更可享六個月、九個月及一年期年利率百分之二點四的高利美元定存。

匯銀主管表示，投資外幣要小心「賺了利差，卻賠了匯差」。以去年為例，新台幣對美元強升百分之八點一四，創近卅年來最大升幅，但投資美元的民眾，卻連本金都幾乎被侵蝕。不過，若過去因錯看美元走勢，手上已經持不少美元，就要想辦法將錢放入高利定存，用利差來彌補匯差。

匯銀主管提醒，想投資外幣的民眾，除了各銀行利率報價高低外，還要考量牌告匯率的買賣價差，以及有無綁定投資工具等條件，綜合評估後，再找對自身最有利的方案。隨著近年國際金融市場波動加劇，建議要把貨幣強弱列為重要的評斷標準。

進入升息循環，富邦金控首席經濟學家羅瑋提醒投資人要注意兩個關鍵議題，第一，今年美國股市目前已經在高點，什麼因素會導致美國公債再進一步往上升，進而再次引發如同二月上旬股債雙殺的大幅修正？第二，若美國赤字過大，市場將對美元資產失去信心，進而造成美股下跌。

羅瑋建議，可觀察美國薪資增長以推估Ｆｅｄ升息頻率及幅度，並觀察VIX指數及TED Spread了解市場恐慌心理及風險意識變化。美國雙赤字很可能繼Ｆｅｄ加速升息疑慮後，成為下個市場炒作議題，投資人需密切留意。","匯銀主管表示，投資外幣要小心「賺了利差，卻賠了匯差」。以去年為例，新台幣對美元強升百分之八點一四，創近卅年來最大升幅，但投資美元的民眾，卻連本金都幾乎被侵蝕。不過，若過去因錯看美元走勢，手上已經持不少美元，就要想辦法將錢放入高利定存，用利差來彌補匯差。

匯銀主管提醒，想投資外幣的民眾，除了各銀行利率報價高低外，還要考量牌告匯率的買賣價差，以及有無綁定投資工具等條件，綜合評估後，再找對自身最有利的方案。隨著近年國際金融市場波動加劇，建議要把貨幣強弱列為重要的評斷標準。"
2018/3/17,熱錢湧入 探楊金龍防線？,"央行總裁楊金龍周四立院備詢才說「沒有楊金龍防線」，昨天外資大舉匯入，似乎想測試新總裁的「忍耐程度」，新台幣盤中一度勁揚逾一角。但接近收盤時，似乎「風紀股長又出來管秩序」，新台幣由升轉貶，台北與元太外匯經紀公司總成交量暴增至十七點三六億美元。

昨天新台幣兌美元匯率終場以廿九點二三一元兌一美元作收，貶值三點一分。

楊金龍周四首度赴立院進行業務報告強調，新台幣匯率由市場決定，過去沒有廿八點五元的「彭淮南防線」，未來也不會有「楊金龍防線」，央行匯率政策可用「順勢而為、力求穩定」來形容。

楊金龍赴立院「處女秀」言猶在耳，熱錢馬上湧入測試央行底線，使新台幣兌美元匯率升至廿九點二元，創一個半月新高。昨天新台幣匯市更上演戲劇性走勢，早盤在外資持續匯入下，一路走升，盤中更勁揚逾一角，突破二九點一元關卡，最高達廿九點〇七〇元，逼近廿九元價位，充滿挑釁意味。

新台幣升破廿九點一元後，吸引好久沒看到這個價位的進口商「加入戰局」，兩方對作下壓抑了新台幣的升勢。下午三點半銀行正常營業時間結束後，「一股神秘的力量」出現，匯市隨即由升轉貶。

「究竟有沒有楊金龍防線，我怎麼敢說啦！」外匯交易員說，這兩天外資大舉匯入，確實讓新台幣升值的壓力倍增，但楊金龍既然說要「力求穩定」，顯然就是不希望新台幣升太快，預期新台幣匯率廿九元的價位，仍是短線難以撼動的重大關卡。

匯銀主管指出，美國聯準會（FED）下周將召開利率決策會議，我國央行也將召開理監事會，將是市場下周關注焦點。",匯銀主管指出，美國聯準會（FED）下周將召開利率決策會議，我國央行也將召開理監事會，將是市場下周關注焦點。
2018/3/17,台幣現神祕之手 由升轉貶 震盪1.65角,"匯市究竟有無「楊金龍防線」？外匯交易員透露，昨天新台幣盤中一度勁揚逾1角，但尾盤出現一股「神秘力量」，讓新台幣由升轉貶，終場收29.231元兌1美元，貶值3.1分，總交易量暴增至17.36億美元，盤中震盪幅度高達1.65角。

匯銀主管表示，昨日新台幣對美元海外無本金交割遠期外匯市場（NDF），1月期NDF落在28.95元左右，折價幅度擴大至2.8角，顯示新台幣升值的預期心理依舊濃厚，認為一個月後將升破29元大關。

匯銀主管表示，中央銀行總裁楊金龍日前赴立法院備詢，強調絕對沒有「楊金龍防線」，不會刻意將新台幣維持在29元至30元間。

不過，近期熱錢匯入，測試「楊金龍防線」究竟存不存在。繼前日升至29.2元，來到一個半月高點後，昨日持續揚升，盤中更勁揚逾1角，突破29.1元，最高來到29.07元。

新台幣升破29.1元後，吸引進口商逢低進場，趁機大買美元，「畢竟很久沒見那麼甜的價位了」，國內兩大匯市成交量擴大至17.36億美元。

匯銀主管透露，昨日下午3時半後，突然有神祕買盤進場，令新台幣匯率由升轉貶。

昨日國際美元走強，亞洲主要貨幣大多呈現貶值，新台幣盤中獨強，由於升幅過大，與其他亞幣逆勢而行，逼得央行不得不進場管理秩序、築起「楊金龍防線」。

主要亞幣昨日大多走貶，韓元貶值0.08%，人民幣貶值0.04%，馬幣、泰銖與星幣也都走貶，新台幣尾盤由升轉貶，終場貶0.11%。

匯銀人士認為，美國聯準會（Fed）與台灣央行下周都將召開利率決策會議，市場難免觀望，但由於接近月底，出口商拋匯需求增加，短線新台幣匯價應會維持升值趨勢。","匯銀主管表示，昨日新台幣對美元海外無本金交割遠期外匯市場（NDF），1月期NDF落在28.95元左右，折價幅度擴大至2.8角，顯示新台幣升值的預期心理依舊濃厚，認為一個月後將升破29元大關。

匯銀主管表示，中央銀行總裁楊金龍日前赴立法院備詢，強調絕對沒有「楊金龍防線」，不會刻意將新台幣維持在29元至30元間。

不過，近期熱錢匯入，測試「楊金龍防線」究竟存不存在。繼前日升至29.2元，來到一個半月高點後，昨日持續揚升，盤中更勁揚逾1角，突破29.1元，最高來到29.07元。

新台幣升破29.1元後，吸引進口商逢低進場，趁機大買美元，「畢竟很久沒見那麼甜的價位了」，國內兩大匯市成交量擴大至17.36億美元。

匯銀主管透露，昨日下午3時半後，突然有神祕買盤進場，令新台幣匯率由升轉貶。"
2018/3/6,外資落跑 上月匯出732億元,"中美貿易戰開打，避險氣焰大增，全球資金往日圓、黃金等低風險金融工具避險，衝擊台北股匯市，外資2月匯出25餘億美元（約新台幣732億元），今年1月到3月5日賣超台股逾520億元，引發市場熱議。

外資賣超台股，但昨日僅小量匯出，新台幣兌美元匯率昨日小幅貶值0.2分，終場收29.292元，總成交量縮小至9.01億美元。匯銀主管估短期交易區間將落在29.2元至29.32元間。

金管會統計，今年2月1日到28日，外資單月淨匯出金額達25.86億美元，跟1月外資大幅匯入逾51億美元相比，外資資金上月幾乎已跑掉一大半。

外資1月匯入金額創21個月新高，2月立即轉匯出25.86億美元；加上傳出中美貿易戰開打，台股也隨美股震盪，3月來幾乎成為外資提款卡，天天賣超台股。

根據台灣證券交易所統計，外資累計今年至3月2日止，賣超424.05億元，加上昨天再度賣超102億元，今年來合計已賣超526億元。

外匯交易員表示，全球貿易戰恐開打，投資人風險偏好降低，全球股市都出現回檔，市場資金跑向避險資產，包含黃金、日圓等避險商品都走強，尤其日圓兌美元更來到105元區間的價位，創近16個月以來新高。

避險需求增溫也影響股匯市，外匯交易員指出，目前市場仍觀望全球貿易戰的發展情況，外資昨日在匯市並不像股市有大規模撤出的情況，僅呈小幅匯出，新台幣波動相對小，僅貶值0.2分。由於進出口商也處於觀望，並無大舉進出動作，短期內新台幣呈區間微幅震盪的機率相當高，外資動向仍是重要影響因素。",外資賣超台股，但昨日僅小量匯出，新台幣兌美元匯率昨日小幅貶值0.2分，終場收29.292元，總成交量縮小至9.01億美元。匯銀主管估短期交易區間將落在29.2元至29.32元間。
2018/3/4,外資撤離 台幣有壓,"新台幣對美元匯率上周維持平盤格局，上周五（2日）升值2.8分，收29.29元兌1美元，上周累計升值1.6分，升幅僅0.05％；主要競爭對手韓元當周貶值0.14％。

匯銀主管指出，近期外資尚未有明確動態，後續方向值得關注，近期美國開啟貿易戰，美元受壓走弱，但外資賣超台股並匯出，壓抑新台幣升幅表現，本周起必須觀察美聯準會（Fed）升息動態，新台幣短期交易區間在29.2元至29.4元。",匯銀主管指出，近期外資尚未有明確動態，後續方向值得關注，近期美國開啟貿易戰，美元受壓走弱，但外資賣超台股並匯出，壓抑新台幣升幅表現，本周起必須觀察美聯準會（Fed）升息動態，新台幣短期交易區間在29.2元至29.4元。
2018/2/27,楊金龍的第一天…台幣小升,"央行新任總裁楊金龍昨（26）日上任，新台幣匯率持穩，並未出現大幅波動；國際美元回檔及出口商月底作帳拋匯等因素，致匯價走揚，終場收29.235元，升值7.1分，終結連二貶並創三周新高，總成交量10.34億美元，符合日均量表現。

匯銀交易員表示，新台幣匯率昨日走揚有兩大因素，一為國際美元回落，主要亞幣走強；二為月底出口商有拋匯作帳需求，推升新台幣匯率；匯銀交易員指出，當新台幣升至29.22元至29.23元時，進口商便會逢低承接，也限制新台幣匯率升幅。

台股昨日收漲，指數創三周新高，外資昨日在台股買超2.12億元，連兩交易日共買超23億元；匯銀主管認為，外資在匯市有買有賣，在台股近兩日為買超，反應外資對新台幣後勢雖略有分歧，應仍偏向看好。

匯銀主管指出，2月28日為國定假期匯市休市，今日為匯市新台幣匯率多少有升值壓力，走揚機率較高，但展望後市，端看國際美元強弱及外資動態。

匯銀主管認為，短線新台幣實質交易區間將在29.18元至29.3元間，市場看升新台幣匯率。","台股昨日收漲，指數創三周新高，外資昨日在台股買超2.12億元，連兩交易日共買超23億元；匯銀主管認為，外資在匯市有買有賣，在台股近兩日為買超，反應外資對新台幣後勢雖略有分歧，應仍偏向看好。

匯銀主管指出，2月28日為國定假期匯市休市，今日為匯市新台幣匯率多少有升值壓力，走揚機率較高，但展望後市，端看國際美元強弱及外資動態。

匯銀主管認為，短線新台幣實質交易區間將在29.18元至29.3元間，市場看升新台幣匯率。"
2018/2/26,28.5 彭淮南防線 楊金龍底線,"自彭淮南宣布將退休後，外界一度擔憂市場恐將趁彭淮南退休在即之際，挑戰新台幣底線，匯銀人士透露，「市場會反覆去try」，尤其是總裁接班人選未定時，市場更會想去挑戰看看，但隨著新任總裁確定由楊金龍升任，市場認為將「彭規楊隨」，且央行數度強拉新台幣匯率，擋在29元之下後，讓市場確定楊金龍的初步界線可能將設在29元，底線則將是彭淮南防線的28.5元。

匯銀人士透露，市場曾一度有想挑戰新台幣對美元匯價上限，但隨著新任總裁確定由楊金龍升任，楊金龍負責督導外匯交易，日前新台幣強升之際，即便面對美國財政部壓力，但仍強拉逾2角，也向外界宣示了，央行致力維持新台幣匯率穩定的決心。

即便是近期最高點出現在1月25日，終場收29.069元，創下五年新高，仍升不破29元整數大關，因此市場認為楊金龍上任後，初步防線將設在29元，若短線沒有過多變數，新台幣匯率將位在29元之下。

不過由於29.069距離29元整數大關，僅不到7分之遙，匯銀交易員認為，若國際美元轉弱、外資持續大量匯入，當主要亞幣齊揚時，新台幣可能也不得不跟著一起走揚，但目前的態勢下，新台幣要再強升並不容易。

匯銀主管解釋，近期美國聯準會（Fed）釋出鷹派訊息，市場對今年原三次升息預期，調升到五次，且國際資金轉趨緊縮，外資要再大幅匯入機率較低，未來新台幣大幅強升的機率降低，且考量彭淮南任內20年最高在於28.5元，楊金龍上任後，將講求穩字訣，一定力求在28.5元之下，亦即楊金龍的底線，即為彭淮南防線28.5元。",匯銀主管解釋，近期美國聯準會（Fed）釋出鷹派訊息，市場對今年原三次升息預期，調升到五次，且國際資金轉趨緊縮，外資要再大幅匯入機率較低，未來新台幣大幅強升的機率降低，且考量彭淮南任內20年最高在於28.5元，楊金龍上任後，將講求穩字訣，一定力求在28.5元之下，亦即楊金龍的底線，即為彭淮南防線28.5元。
2018/2/25,台幣震盪 不易大漲,"國際美元雖然由貶轉升，但新台幣兌美元匯率上周微幅走揚，上周五貶值0.5分，收29.306元兌1美元，上周累計升值3.6分，升幅0.12％。

主要競爭對手韓元上周五收1,078.94元兌1美元，當周貶值1.49%。

匯銀主管表示，外資匯入匯出皆有，顯示對新台幣後市看法不一，新台幣缺乏明確走勢，短期維持區間震盪，但在現階段美國縮減資產負債表情勢下，不易再出現外資大幅匯入狀況，新台幣也較難大幅走揚。

匯銀交易員預期，短線交易區間將在29.2元至29.4元間，在海外無本金交割遠期外匯市場（NDF）方面，1月期NDF折價約6分，顯示市場小幅看升新台幣後市。",匯銀主管表示，外資匯入匯出皆有，顯示對新台幣後市看法不一，新台幣缺乏明確走勢，短期維持區間震盪，但在現階段美國縮減資產負債表情勢下，不易再出現外資大幅匯入狀況，新台幣也較難大幅走揚。
2018/2/22,台幣連四升 後市看三變數,"狗年匯市開紅盤，春節期間國際美元走貶、外資昨日匯入、台股大漲等眾多因素下，新台幣兌美元匯率昨（21）日開盤氣勢如虹，一度勁揚近2角，終場升幅雖收斂至9.7分，仍收29.245元，匯價連四升，並創半個月新高，總成交量11.39億美元，略高於10億美元日均量。

台灣匯市15日至20日春節期間休市，開盤首日表現主要反映這段時間美元與其他主要貨幣走勢 ，由於春節期間美元疲弱、主要亞幣多走揚，尤其競爭對手韓元走強，新台幣匯率昨日上演補漲行情，開盤隨即挑空開高，最高一度達29.145元，升值近2角。

匯銀交易員表示，外資一早便匯入，出口商也跟進拋匯，不過午後部分外資轉向匯出，加上進口商逢低承接，使新台幣升幅收斂，但仍有0.33%升幅。

統計14~21日主要的亞幣多走揚，如馬元升0.46%，韓元升幅僅0.09%較低，日圓、星元、越南盾則走貶。

匯銀人士表示，外資年前大幅賣超台股，雖有部分外資將資金匯出，但相較賣超金額較小，顯示部分外資僅是在春節前選擇獲利了結，先變現後看年後台股表現再決定是否重新投入。

昨日外資轉為買超，也顯示部分外資看好台股與新台幣後市，因此未大幅將匯出。

不過，匯銀主管認為，美國聯準會（Fed）昨日晚間公布1月底會議紀錄，仍待市場反應，若市場偏向鷹派解讀，恐推升美元指數、加速資金回流美國步伐，屆時將使新台幣偏向弱勢，但若市場對其反應不大，照目前態勢，新台幣應維持偏強態勢。

展望新台幣後勢，國際美元強弱、外資動態、台股表現仍是關鍵因素，短期新台幣交易區間將落在29.15元至29.35元間。",不過，匯銀主管認為，美國聯準會（Fed）昨日晚間公布1月底會議紀錄，仍待市場反應，若市場偏向鷹派解讀，恐推升美元指數、加速資金回流美國步伐，屆時將使新台幣偏向弱勢，但若市場對其反應不大，照目前態勢，新台幣應維持偏強態勢。
2018/2/21,台幣新春開盤 有機會走揚,"新台幣匯率今天開盤，匯銀人士指出，春節期間國際美元轉弱，日圓、韓元等主要亞幣走揚，新台幣匯率在新春開盤日有機會走揚。

金雞年封關日，新台幣匯率小幅升值一點六分，收廿九點三四二元，截至小年夜（十四日）止，過去一年升值百分之六點八八，略遜於猴年的百分之六點八九，雖然挑戰七年最大升幅失敗，仍寫下連兩年升值逾兩元紀錄。

金雞年新台幣匯率表現強勢，主要受國際美元疲弱，與外資大舉匯入而推升，且不僅新台幣匯率，包括韓元在內等主要亞幣也連袂走揚。春節時間國際美元走弱，韓元、星幣與日圓等主要亞幣都走強，若趨勢不變，新台幣在狗年開紅盤日可望隨其他主要亞幣補漲。

不過，匯銀主管指出，主要競爭對手韓元在春節期間一度勁揚，但昨天轉貶，升幅降至百分之〇點三四，若以相同幅度推估，新台幣匯率若隨之補漲，可望升值約一角。

然而，新台幣的升貶幅向來低於韓元，且仍要留意韓元今天若走揚，新台幣升幅可望放大；若持續走貶，新台幣升幅則將收斂，甚或開平盤。

匯銀交易員認為，除非出現大變數，否則短線新台幣仍朝升值方向前進，因為美國總統川普致力維護弱勢美元，將使新台幣等主要亞幣偏強，但新台幣還能升到什麼程度？還能升多少？則還要觀察人民幣與主要競爭對手韓元的狀況，由於韓元去年強勁升值，雖然短線略見回檔，但也可能只是稍作休息。

此外，台灣央行受到美國財政部每年兩次公布「主要貿易夥伴外匯政策」報告，若列入匯率操縱名單恐遭貿易制裁，央行在此壓力之下，由過去的盡可能維持新台幣弱勢，改為放手尊重市場自由機制，也導致新台幣走高。",不過，匯銀主管指出，主要競爭對手韓元在春節期間一度勁揚，但昨天轉貶，升幅降至百分之〇點三四，若以相同幅度推估，新台幣匯率若隨之補漲，可望升值約一角。
2018/2/21,亞幣比價 台幣補升機率大,"外匯市場今（21）日開紅盤，匯銀高層主管表示，春節期間國際美元轉弱，新台幣對美元匯價料將落後補升，短期內，有機會挑戰29.2元價位。但美元指數昨晚出現反轉跡象，影響新台幣匯率走勢，須保持關注。

新台幣匯率小年夜(14日)當天收29.342元，今年來呈現升值走勢。公股行庫外匯交易室主管指出，影響新台幣未來走勢的兩股力量，一是國際美元走勢、二是外資匯出入我國情況，前者的影響性又高於後者。

匯銀主管說，農曆過年期間「美元表現太差了」，背後因素不是經濟學教科書或一般利多利空因素所能解釋。他認為，中央銀行不會逆勢而為，頂多只會減少波動幅度，除非國際美元走勢有明顯的變化，預估開紅盤當日，會有1角~1.5角升值空間，匯價將挑戰29.2元。

一位出身外匯交易室的外商銀行總經理受訪時也說，美元頹勢目前未打破，「再弱個一季不會有問題」，美國政府要拚經濟、減少貿易逆差，所以不會讓美元太強。他估計今年6月底前，亞洲主要貨幣都還是有升值壓力。

金雞年封關日14日當天，新台幣匯率小幅升值1.6分，累計金雞年截至14日升值6.88%，略遜於猴年的6.89%，雖挑戰七年最大升幅失敗，仍寫下連兩年升值逾2元紀錄。

匯銀主管也指出，主要競爭對手貨幣韓元春節期間一度勁揚，雖昨(20)日轉貶，但14日到19日升幅仍達0.34%，以同比率幅度推估，新台幣匯率若補漲有約1角升幅，不過新台幣的升貶幅向來低於韓元，且仍要留意韓元今日走勢。

匯銀交易員還說，美國財政部每年兩次公布「主要貿易夥伴外匯政策」報告，若被列入黑名單，恐遭貿易制裁，我國央行在此壓力之下，將盡可能放手尊重市場機制，因此新台幣走升可能性相當大。",匯銀主管也指出，主要競爭對手貨幣韓元春節期間一度勁揚，雖昨(20)日轉貶，但14日到19日升幅仍達0.34%，以同比率幅度推估，新台幣匯率若補漲有約1角升幅，不過新台幣的升貶幅向來低於韓元，且仍要留意韓元今日走勢。
2018/2/15,28字頭…年後可能看得到,"展望狗年新台幣表現，市場普遍仍看升新台幣匯價。匯銀主管認為，年後主要關注外資動態、美元強弱、人民幣及韓元的走勢，照目前態勢看，春節期間若未出現重大變數，年後外資很可能重新布局台股、匯入資金，推升新台幣，第1季可望升破29元關卡，重現28字頭。

台股周一先行封關，當日雖小漲0.48%，以10,421.09點封關，但外資在當日仍賣超台股193.58億元，連續七個交易日共賣超台股1,033.02億元。匯銀交易員表示，外資雖大舉匯出，但相較於在台股的賣超規模，匯出金額較少，應該只是在春節前先獲利了結，待春節結束後重新投入股市。

對於狗年開春新台幣匯率怎麼走，匯銀主管認為，外資未將在台股賣超的資金全數匯出，可預期外資仍看好台股後市，也看升新台幣，才會持續握有新台幣，只是擔心春節期間國際金融恐有大變數，因此先變現，等待年後再重新布局。

政大金融系教授殷乃平也認為，除非出現大變數，否則短線新台幣仍朝升值方向前進，他解釋美國總統川普致力維護弱勢美元，將使新台幣等主要亞幣偏強，不過新台幣還能升到什麼程度？還能升多少？則還要再看人民幣與主要競爭對手韓元狀況，韓元去年強勁升值，短線略見回檔，但也可能只是稍作休息",匯銀主管認為，外資未將在台股賣超的資金全數匯出，可預期外資仍看好台股後市，也看升新台幣，才會持續握有新台幣，只是擔心春節期間國際金融恐有大變數，因此先變現，等待年後再重新布局。
2018/2/14,匯市今封關 雞年升近7％,"新台幣兌美元匯率昨（13）日受到國際美元回檔、日圓等亞幣走揚影響，微幅升值4.2分，收29.358元，連續兩個交易日走升，總成交量9.28億美元，台灣匯市將於今（14）日封關，預期新台幣對美元走升格局未變，雞年新台幣大幅升值。

猴年2017年1月26日封關日收31.360元，金雞年截至昨日新台幣匯率共揚升2.002角，升幅為6.82％，主要競爭對手韓元截至昨日升6.88％；匯銀交易員認為，新台幣匯率今日應為盤整偏升的機率較高，即新台幣金雞年升幅將近7％。

匯銀主管表示，「外資該跑的，上周都先跑了」，近日皆以實質性拋補為主，因此價格波動不會太大，預期今日交易區間將落在29.28元至29.38元間，量能也可能更為清淡。

在海外無本金交割遠期外匯市場(NDF)方面，1月期折價幅度約1.8角，顯示市場仍看升新台幣。",匯銀主管表示，「外資該跑的，上周都先跑了」，近日皆以實質性拋補為主，因此價格波動不會太大，預期今日交易區間將落在29.28元至29.38元間，量能也可能更為清淡。
2018/2/11,2月14日 匯市封關 台幣長線看升,"台北匯市於14日封關，雖然近期國際美元反彈，致新台幣匯率轉為貶值走勢，但雞年至9日為止新台幣累計升值6.64%。匯銀人士認為，未來新台幣匯率一整年應會維持升值格局。

去年受到國際美元疲弱、外資大舉匯入、台股維持萬點好行情等因素影響，新台幣匯率一路強升，上個封關日新台幣匯率收31.36元兌1美元，但雞年開春之後，新台幣匯率盤中屢次觸及30元，並於去年下半年正式升破30元整數大關，重現29字頭。

延續至2018年，新台幣仍站穩在30元之上，金雞年新台幣匯率最高為1月25日，達到29.069元，創下五年新高，前高為2013年1月18日的29.060元，由於距離29元大關僅咫尺之遙，外界更猜測是否可能一舉攻破29關卡，重返28字頭，甚或突破28.5元的彭淮南防線。

不過隨著國際情勢丕變，近期美元指數反彈，外資轉向匯出，新台幣匯率也「調頭」走，由勁揚轉為貶值，截至最近一個交易日，新台幣匯率收在29.407元。

展望後市，匯銀主管認為，雖然農曆年前的出口商拋匯潮將帶給新台幣支撐，短期內美股後勢、外資動態與國際美元強弱將是左右新台幣匯價的三大關鍵因素，尤其在台股封關日外資在台股動態將是關鍵，而近來外資大量賣超台股，這些離開股市的資金是否匯出，將形成牽動新台幣後市的主要原因。匯銀交易員表示，農曆年前出口商有拋匯需求，將帶給新台幣匯率支撐力道。",匯銀主管認為，雖然農曆年前的出口商拋匯潮將帶給新台幣支撐，短期內美股後勢、外資動態與國際美元強弱將是左右新台幣匯價的三大關鍵因素，尤其在台股封關日外資在台股動態將是關鍵，而近來外資大量賣超台股，這些離開股市的資金是否匯出，將形成牽動新台幣後市的主要原因。匯銀交易員表示，農曆年前出口商有拋匯需求，將帶給新台幣匯率支撐力道。
2018/2/7,資金一天匯出7億美元,"美股連日重挫，台股昨（6）日狂瀉逾500點，外資見苗頭不對，上演「資金大逃亡」，瘋狂匯出約7億美元大量，新台幣兌美元匯率終場收29.386元，貶值7.9分，匯價連四貶、創兩周來低點，總成交量擴大至17.51億美元，遠高於10億美元日均量。

受美股拖累，台股昨日重挫近5%，外資賣超台股高達313億元，為史上第九大賣超，累計近三個交易日賣超400.89億元。外資大舉匯出，加上外資銀行逢低買進，新台幣昨日一度重貶1.08角，最低觸及29.415元。

匯銀人士認為，這是漲多回檔，不管股市或匯市都相似，漲久了就會修正，新台幣近期升勢，主要受國際美元疲弱與外資匯入而拱高，在國際美元轉強，以及外資匯出後，勢必拉回。

匯銀交易員補充，要不是農曆年快到了，出口商有作帳需求進場拋匯，壓抑新台幣跌勢，加上人民幣持穩，緩和韓元與新台幣貶勢，否則新台幣匯率貶值幅度可不僅如此。

在外資、進口商與出口商三方積極進場買賣下，昨天匯市總交易量也擴大到17.51億美元，寫下1月26日以來新高。前高是1月25日的19.51億美元。

外資昨日在台股賣超金額高達313億元，折合約10.66億美元。匯銀主管認為，昨日外資匯出量僅約7億美元，若外資賣超台股的趨勢不變，後續可能還會有更多匯出需求。",匯銀主管認為，昨日外資匯出量僅約7億美元，若外資賣超台股的趨勢不變，後續可能還會有更多匯出需求。
2018/2/1,上月遠匯交易 衰退近30％,"央行昨（31）日公布去年12月衍生性金融商品名目金額計算，出乎意料，去年12月匯率遠期契約名目金額一反市場預期，較前一年12月衰退近三成，也較11月減少，台灣廠商在匯率劇烈變動之際，似已漸找出應對之道。

公股行庫主管表示，身經百戰的台灣廠商對匯率有自己的看法，且部分業者賭性堅強，觀察發現部分出口商會先觀察美元升值幅度，甚至認為美元已要開始轉強了，可能不會跌破28.5的彭淮南防線，不願出手；有些進口商則想賭美元更便宜，還想再等等看。

匯銀主管說，前年12月，因為美國總統川普勝選，美元一路狂漲，帶動遠匯客戶變多；但去年12月上半個月，新台幣波動相對平靜，做遠期外匯的客戶原本就不多，12月下半個月又進入歐美耶誕假期，受此影響，整體交易量下滑。

公股行庫主管表示，進口商避險高峰期落在去年11月，因「11月新台幣大幅走升」，搶先下手鎖住便宜美元，下單後，12月上半個月新台幣穩健，沒有出現大幅走升，加上適逢歐美假期，進口商準備放假，沒想到12月底新台幣大漲，業者多半來不及反應。

至於出口商，避險需要成本，以遠期外匯預售美元為例，一年契約成本通常是8角，也就是假設美元沒有貶值超過8角，就白避險了。公股行庫指出，去年新台幣在12月倒數一周多時間才大幅度走升，在走升前，出口商多認為新台幣不會破30元，因此沒有出手。",匯銀主管說，前年12月，因為美國總統川普勝選，美元一路狂漲，帶動遠匯客戶變多；但去年12月上半個月，新台幣波動相對平靜，做遠期外匯的客戶原本就不多，12月下半個月又進入歐美耶誕假期，受此影響，整體交易量下滑。
